gene	p
LOC730109	0.211552336511333
MANBAL	0.211560780029054
KLHDC1	0.211609330255953
FAM8A6P	0.211655347427535
FLJ25363	0.211745693067154
PTPNS1L	0.21175793616785
IRF9	0.21180310898766
LOC100286967	0.211928495225824
SLC4A7	0.211952981427216
SLITRK1	0.211992243784621
NDRG2	0.212010819523608
LOC100287918	0.212031928317912
GOLGA2	0.212056414519304
LOC729505	0.212118474374557
HMBS	0.21220417607943
AP4S1	0.21222781792905
C16ORF72	0.21224174973329
TKT	0.212285656025442
HSPA12B	0.212306764819746
PSMA4	0.212366291619682
SLCO4A1	0.212438483696201
FAM168A	0.212451148972783
ZHX2	0.212475212998289
GABRR2	0.212573157803858
CIDECP	0.21259553312582
PA2G4P5	0.212665192147022
STAU2	0.212701077097338
KIAA1217	0.212714586725692
LOC100129387	0.212750471676009
HSP90AB3P	0.212785090098667
GHRLOS	0.212786778802211
GHRL	0.212786778802211
SIGIRR	0.212791000561072
ALDH16A1	0.212800710606451
SF3B1	0.212871636155312
PPP2R1A	0.212982246237463
AMMECR1L	0.213062881831703
FAM165B	0.213067103590564
SLC9A5	0.21311692034512
PTPN2	0.213190378949297
IVD	0.213191645476955
BTF3	0.213196289411702
ALDOA	0.213310276900942
ZNF80	0.213314076483917
HDAC9	0.213329696991701
SYCE2	0.213333918750562
MGST3	0.213346161851258
C21ORF63	0.213347428378916
FLJ46010	0.21349434558727
ACTGP1	0.213504477808536
LOC100288237	0.213516298733346
C20ORF151	0.213711766168598
LOC100131216	0.213735408018218
TNFSF12	0.213760316395496
TXNDC2	0.213847284628027
CCDC12	0.21387599258828
HTR2A	0.213924542815179
SKI	0.213972248690305
GBP3	0.21398998007752
ASCL4	0.214003489705874
LOC286238	0.214012777575368
AP4B1	0.214148718210683
PSMD14	0.214209933714164
ZNF451	0.21422006593543
JAM3	0.214287191901316
LOC100287750	0.214488991974859
RPS11P6	0.214526987804605
PDE7A	0.214679815475364
CEP170L	0.21471358954625
RPH3AL	0.214787892502198
OR1D2	0.214800135602895
DNAJC13	0.214837709256755
TAGLN2	0.214838975784413
GRINL1A	0.214862617634033
LOC645207	0.214893858649603
LOC153684	0.215016289656564
FLJ22536	0.215127321914601
USP30	0.215232021534348
HSPA8	0.215286904399537
BBX	0.215302947083208
SLC24A2	0.215323633701626
C1ORF168	0.215332077219347
WDR51A	0.215376827863271
ARHGEF19	0.215385693556878
CTSL3	0.215425800266055
LOC647979	0.215428333321372
LYN	0.21545535257808
LOC100289498	0.215563007429029
ARHGAP22	0.215563851780801
ZNF767	0.215565118308459
CAPS	0.215591293213396
LOC729537	0.215599736731117
RBM42	0.215601003258776
LOC150519	0.215613246359472
RPIA	0.215658419179282
OR6K4P	0.21565968570694
TADA2B	0.215678261445927
TNR	0.21575425310542
C1ORF50	0.215826023006053
MFI2	0.215833199996116
NCOA3	0.215926078691052
PRICKLE1	0.215936633088204
TNFSF13	0.216051887105102
LOC100289669	0.216089038583076
LOC100289377	0.216122812653962
LOC92973	0.216154898021304
C17ORF54	0.216186983388645
ACCN2	0.216203448248202
MAPT	0.216224979218392
LOC100127988	0.216240177550291
TFAP2E	0.216258331113392
IL12B	0.216262130696366
CACNG8	0.216380762120353
ECM1	0.216410736608264
LOC317727	0.216465197297568
LOC158381	0.216498549192568
SGPP2	0.216508259237947
RRH	0.216525990625162
SLC2A14	0.21658002913858
KPRP	0.21658214001801
DHX33	0.21660578186763
FAM171A1	0.216624357606617
USE1	0.216651376863326
LOC100289630	0.216696971859022
RPSAP58	0.216713436718579
NME4	0.216729057226363
DDX59	0.216730745929908
SH2D5	0.216735812040541
TMEM156	0.216818136338325
RPL26P16	0.21682404680073
LOC100288317	0.216859087399274
CENPJ	0.216870908324084
LOC100129388	0.216871752675856
POMT1	0.216872597027629
SMCR8	0.216990806275729
OTOL1	0.217079041035918
NDUFAF2	0.217109859875602
GLS	0.21711112640326
RPS15AP2	0.217125902559272
ISCA2	0.217133501725222
B3GNT3	0.217244533983259
LOC100287622	0.217267331481107
CARD8	0.217271975415854
GABRR1	0.21729392856193
TBC1D8	0.21751430437446
C2CD2	0.21755187802832
MPO	0.217689929543066
OR51A6P	0.21776803208199
C20ORF71	0.217813627077686
OR4D2	0.21783895763085
IFNNP1	0.21788201957123
KIRREL3	0.217922126280407
C14ORF86	0.217970254331419
ZNF556	0.217985452663318
SPRR2A	0.21810239538376
LOC81691	0.21820878370705
CHMP5	0.218248468240341
LOC100132805	0.218250579119772
OR2J3	0.218296596291354
RBM12B	0.218321504668632
PLCD3	0.218343035638822
MCART4P	0.218376387533822
TBC1D9B	0.218516127752112
SACS	0.218530059556352
LOC100289349	0.218599718577554
MLF1IP	0.218613228205909
CECR2	0.218743680554705
ZNF69	0.218817561334768
NOP2	0.218824316148945
DEFB119	0.218975032940274
CACNG6	0.218988120392742
C1ORF89	0.21903667061964
LOC100287973	0.21903667061964
BICD1	0.219121105796855
TBC1D9	0.219129549314576
LOC285442	0.219222428009512
C1ORF213	0.219307285362613
CITED2	0.219323328046284
DARS2	0.219392142715714
RPL10AP9	0.219472356134068
TMEM40	0.219478688772359
THEM5	0.219495575807802
ESCO1	0.219538637748181
C19ORF36	0.219628139036029
LOC100288390	0.219774634068496
CCDC90A	0.219834160868433
PRKACG	0.219995009881027
OR6B3	0.220013163444128
MRPL42P4	0.220018651730647
SUPT4H1	0.22006129149514
C1ORF91	0.220095065566026
RHD	0.220103509083747
ABCA11P	0.220174856808494
ZNF721	0.220174856808494
RPL37P16	0.220224673563051
NUP50	0.220306575684949
RPS15P4	0.220323040544506
C16ORF90	0.220353859384189
CHPT1	0.220477979094694
BRIP1	0.220507109230833
LOC100287461	0.220515974924441
OR1N2	0.220656137318617
C7ORF50	0.220685689630643
C18ORF58	0.220696244027794
RABGGTA	0.220732973329883
C9ORF130	0.220738039440516
TMEM138	0.220768013928427
PMP22	0.220801787999313
SERPINA11	0.220879046186464
CARD9	0.22087946836235
NUAK1	0.220889600583616
PDE4A	0.220956726549502
BLZF1	0.220968125298426
C4ORF48	0.220979946223236
SOSTDC1	0.220990922796274
FBXW2	0.221111242923804
BCL9	0.22112137514507
OR4F14P	0.22116654796488
TMCC2	0.221186812407412
LOC100130906	0.221224808237158
LOC100190799	0.221324441746271
RNASE1	0.221409721275258
C19ORF6	0.221418586968866
C20ORF72	0.221426186134815
OR7G15P	0.221426608310701
RANGRF	0.221439273587283
LOC100216355	0.22145573844684
CD300LB	0.221499644738992
IGJP1	0.221504710849625
LOC646870	0.221507243904941
OXER1	0.221581969036776
DMXL1	0.221671048148738
SHMT1	0.221696800877788
PTBP1P	0.221879180860572
YKT6	0.221996967932786
LOC729324	0.222128264633355
TTLL11	0.222186524905633
DDAH1	0.222308111560822
PKP3	0.222319510309746
ACTB	0.222357506139493
LOC390394	0.222362994426012
PLEKHG4	0.222533131308099
FAM180A	0.222566905378985
IL20RA	0.222583370238542
FBXW4	0.222625587827149
PAQR3	0.222690602913605
OR4K14	0.22269651337601
THOC7	0.222715089114997
C16ORF87	0.22280079081987
IL23A	0.222854407157401
C14ORF50	0.223049030240881
LOC100288294	0.223067183803982
LOC100287676	0.223144441991133
SPRR4	0.223172305599614
ZNF141	0.223177793886133
EVI5L	0.223255896425057
PTH2R	0.223266450822209
GABPB2	0.223407457568157
HAGHL	0.223429410714233
LOC100286956	0.223436587704296
GARNL3	0.223444609046132
AHR	0.223484715755309
FNIP1	0.223504135846068
LOC100128264	0.223512157187903
LLGL1	0.223553530424738
XRCC6	0.223651475230307
LOC283236	0.223731266472775
MOBKL2C	0.223775172764927
CST8	0.223776439292585
SLC41A2	0.223824145167711
ASTN2	0.223893804188914
XKR4	0.22396726279309
C16ORF91	0.223987949411508
TTLL10	0.224025100889482
EXOC3L	0.224046631859672
LAMB4	0.224056341905052
LOC100132598	0.224068585005748
AP1S3	0.224098559493659
FGB	0.224140777082266
C20ORF112	0.224160619348912
LOC100288597	0.224233655777203
FOS	0.22430922526081
LOC100287415	0.22430922526081
XIRP1	0.224325690120367
DSG2	0.22433286711043
LOC400456	0.224381839513214
LOC100287315	0.224406325714607
ROCK2	0.224527068018024
HK1	0.224613191898782
TBX15	0.224638522451947
HOXC6	0.224642744210808
TMEM215	0.224757998227706
RAB37	0.224805704102832
RPL21P111	0.224828923776566
CTRB2	0.224874518772262
RPS11P4	0.224896471918338
LOC391106	0.224983017974983
CADM3	0.225021435980615
FBXL13	0.22505858745859
MYO10	0.225116003379096
PDZD3	0.225126979952134
LOC285847	0.225148510922323
EPB41L4A	0.225168775364855
CSN3	0.225193261566247
RPS3P6	0.225223236054158
LOC100288286	0.225244344848462
LOC646557	0.225274741512259
ACAT2	0.225289939844158
CCDC13	0.225389995529157
KIAA0391	0.225414059554664
MXD4	0.225432635293651
C11ORF41	0.22546387630922
C5ORF23	0.225486251631182
LOC100287337	0.225541556672258
DLX2	0.225541556672258
EXOC7	0.225609104814029
RPL7AP44	0.225646256292004
LOC119358	0.225692695639472
RNF160	0.225704938740168
LOC100131909	0.225729847117446
ADORA2B	0.225729847117446
WSCD2	0.225764465540104
C9ORF102	0.225847634189661
ANO8	0.225853544652066
SLC27A2	0.225967954317192
LOC100289331	0.226032125051875
LOC100289450	0.226033813755419
LOC642474	0.226044790328457
ACP6	0.226054078197951
AMPD2	0.226056611253267
EIF4A2	0.226151600827634
IGFBP6	0.226180308787887
LOC646808	0.226216615914089
PTCRA	0.226278253593456
REL	0.226311605488455
LOC645163	0.226336091689848
RPS4P20	0.226402795479847
CD80	0.226560689261239
SLC25A35	0.226755734520604
QKI	0.226788664239718
SLC25A5P5	0.22678950859149
AGA	0.226843124929022
LOC440489	0.226969355518958
CENPL	0.227096430460666
RNU7-73P	0.227139914576931
TST	0.227215484060538
ZBTB10	0.227335804188069
SAMD5	0.22738730964617
VPS13D	0.227390687053259
HEATR7B2	0.227426572003575
RAB38	0.227429527234777
HCG11	0.227432060290094
SOS2	0.227451902556739
RPL7AP38	0.227544359075789
CYBASC3	0.22762921642889
C9ORF156	0.227630060780662
PLXNA4	0.227702675033067
CNTN1	0.227729694289776
ARHGAP18	0.227736871279839
LOC100286898	0.227738982159269
HSP90AA1	0.2277410930387
IL17A	0.227798931135092
UNC45B	0.227815818170535
OR56A7P	0.227839460020155
PDE12	0.22793993788104
FOXP1	0.227998620329204
RPL5P8	0.22805181449085
SSH1	0.228098253838318
SH2D7	0.228121895687938
SLC22A16	0.22813245008509
SRP68	0.228140893602811
IL17RC	0.228171712442494
CRTAM	0.228227861835342
TP63	0.228290766042367
GAPDHL18	0.228346915435215
SMCR5	0.228357469832367
RASAL2	0.228367602053632
DNMT3A	0.228467235562746
RPL21P31	0.228623862816479
NUP43	0.228636105917175
KRTAP12-3	0.228672413043377
SLC22A17	0.228711253224896
QARS	0.228738694657491
EFCAB8	0.228796110577997
PITPNA	0.228797799281541
UGT1A8	0.228810464558123
PCDH1	0.228898277142426
FGFBP2	0.229115697723754
HLA-DMA	0.229138073045716
LOC391711	0.229226307805905
C1ORF113	0.229231373916538
C14ORF23	0.229242772665462
CAPZA1	0.229246150072551
P2RY11	0.229280768495209
LOC100288045	0.229390112049702
INTS2	0.229405732557487
ERI2	0.229427685703562
ACSM3	0.229427685703562
OR2AD1P	0.229516342639638
C1ORF81	0.229518875694954
LOC645931	0.229565737218308
LOC727919	0.22982579756413
LOC650531	0.229937674173939
C22ORF40	0.229944428988116
OR7E24	0.230042795969571
UBE2O	0.230068970874508
RNF130	0.230115832397862
LOC100287840	0.230116676749634
NFATC1	0.23022137636938
SGK196	0.230265704837418
S1PR1	0.230361116587671
OR52E2	0.23036871575362
POLR2D	0.230410933342227
OR7G1	0.230532519997416
LOC100287405	0.230538430459821
TOE1	0.230570515827163
USP29	0.23067943720577
CCND3	0.230775271131908
LOC100287341	0.230775271131908
C9ORF100	0.230814533489313
C7ORF26	0.230839019690706
RPL12P29	0.230882925982857
RPS6P18	0.231115544896084
ELAVL3	0.231149741142855
NETO1	0.231197447017982
C1ORF106	0.231327055015006
TMEM44	0.231329588070323
DBIL2	0.231445686438993
LOC100130043	0.231466795233296
CFHR4	0.231487481851714
RIMKLA	0.231498880600638
KLHL3	0.231528010736777
KIAA1826	0.231565162214752
OBSL1	0.231669439658612
SCIN	0.23170405808127
NHLRC2	0.231708702016016
LOC100288000	0.231821845153484
SNAPC1	0.231917256903737
C1ORF21	0.231921056486711
GATA3	0.231930766532091
EID2	0.231943009632787
ABAT	0.232009291246901
MYH15	0.232129611374432
FAM150A	0.232133410957406
SYNJ1	0.232135099660951
RNU7-64P	0.232193782109115
PPP1R16B	0.232235999697722
SLCO6A1	0.232298059552975
DHRS9	0.232331833623861
HTR3C	0.23236307463943
VSTM1	0.232372362508924
LOC100287607	0.232393049127341
CDC5L	0.232424290142911
HLA-T	0.232432733660632
LOC100131616	0.232467774259176
LOC388564	0.232521812772594
LOC100129924	0.23252434582791
MRPS6	0.232528567586771
KRT8P10	0.23259527137677
PSMB2	0.232765408258858
AP2S1	0.232767941314174
LOC338591	0.232799182329744
ATP6V1C2	0.232886150562275
PL-5283	0.232900082366515
TGM1	0.232971430091262
LOC100288910	0.233054598740818
TACC1	0.233124679937906
LOC100288487	0.23314367785278
TRAV39	0.233172385813033
TMC5	0.233189272848476
GPRIN2	0.233296927699424
NRG1	0.233348433157525
NLRP8	0.233584007301954
ZIM3	0.233621580955815
RPS2P40	0.233647755860751
ZNF813	0.233654932850814
C5ORF45	0.23373387974151
MAL	0.233756677239358
SAMD14	0.233758365942902
FXR2	0.233795095244991
OR5D15P	0.233834779778282
BRWD2	0.233948767267521
OR2Z1	0.233998584022078
ST8SIA2	0.234010827122774
CYP2F1P	0.23402095934404
PDXDC2	0.234066976515622
ANKLE2	0.234148456461634
TAGLN	0.234189829698469
WDHD1	0.234194473633216
LDLRAD3	0.234201650623279
HIST1H3G	0.234236269045937
ACTL7B	0.234254000433152
RPL23P9	0.234281441865747
ADORA2BP	0.23428650797638
HSD17B1	0.234308883298342
RNASE9	0.234409783335114
LRRC33	0.234456644858468
LOC729852	0.234557967071125
LOC285456	0.234584141976062
RASGRP4	0.234655489700808
LOC100287211	0.234680820253973
SEC13	0.234698129465302
GRWD1	0.234752590154605
ABI2	0.234778342883656
C14ORF85	0.234787630753149
MSH2	0.234903306945933
RPL34P7	0.234937503192705
NR5A2	0.234938347544477
VMAC	0.234969166384161
IGFN1	0.234995341289097
CCDC34	0.23505740114435
BPIL3	0.23505740114435
IMPDH1P6	0.235106373547134
CASQ1	0.235121149703147
ALPL	0.235127904517324
RPL31P55	0.235132970627957
LOC100287932	0.235134237155615
COPS7B	0.235149013311628
RBM5	0.23518743131726
HHAT	0.235187853493147
NEFL	0.235374033058905
C22ORF31	0.23541540629574
CDH4	0.235492664482892
ANKRD36	0.235518417211942
LOC728732	0.235520950267258
BTF3P1	0.235656890902574
TRAM2	0.235698264139409
PDLIM4	0.235774677974788
KLK12	0.23578101061308
RPL27P2	0.235801275055611
LOC100286948	0.235925816942003
ZNF75A	0.235935104811496
BLOC1S1	0.235950303143395
LOC728638	0.235963390595863
LOC340970	0.236077800260989
FAM83A	0.236079066788647
LSM10	0.236180811177191
C8ORF84	0.236210363489216
RPS3AP10	0.236235694042381
SPIC	0.236265668530292
TBX6	0.236315907460734
FAM185A	0.236337016255038
CDCP1	0.236484355639278
LOC100289219	0.236492799156999
LOC100130097	0.236513907951303
IGHV1-68	0.236520240589594
TMEM69	0.236545148966872
RPL21P10	0.236578923037758
RPL10AP8	0.236623673681682
EIF3D	0.23667222390858
NBR1	0.236711486265985
LONP2	0.236781145287187
SAP30BP	0.236803520609149
RPL13AP2	0.236816185885731
CDC7	0.236830539865858
XIRP2	0.236869802223263
LOC100216488	0.236877401389212
CCDC39	0.23690230976649
BOD1	0.237044160864211
CCDC60	0.23707118012092
GPR155	0.237105376367692
LOC100130301	0.237117619468388
CHORDC1	0.237265381028513
CPAMD8	0.237269602787374
RAB3GAP2	0.237322374773133
FLJ90680	0.237323219124905
FAM177B	0.237376413286551
PCIF1	0.23740554342269
RPL21P120	0.237448183187183
LOC100129857	0.237451138418386
CD68	0.237500955172942
SPOPL	0.237609876551549
FANCM	0.237610720903321
FLJ35848	0.237611143079207
TXNIP	0.23761409831041
CD24L1	0.237629718818195
CDRT1	0.237636895808258
OSBPL3	0.237652938491929
HCG2P6	0.237678691220979
EIF2C1	0.237720908809586
CD24L2	0.237757638111675
GLRX3	0.237821386670472
CLDN11	0.237835318474712
FZD4	0.237847983751294
OR1J2	0.238073425674458
LOC646758	0.238129152891419
RPS15P8	0.238199234088508
DAPP1	0.238201767143824
RELT	0.238228786400533
LOC100288114	0.238263404823191
UTRN	0.238460138786101
CNIH4	0.238482936283949
ZNF860	0.238575392802999
PRR11	0.238601567707935
LOC391053	0.238637030482366
KCNN4	0.238688535940466
SULT1A2	0.238715133021289
RFPL1S	0.238744263157428
NDUFS2	0.23876452759996
C3ORF51	0.238819832641035
WDR17	0.238855295415465
KRTAP11-1	0.238918621798376
CDH24	0.23892790966787
NMT2	0.238933820130275
AHSA2	0.238993346930211
TSPYL5	0.239027121001097
ETV6	0.23913435367616
BRSK2	0.239155040294577
TCN2	0.239233142833501
ARG1	0.239235253712931
MAPK1IP1L	0.23923863112002
TTC9C	0.239243697230653
TSPO	0.239277893477425
CAPN10	0.239339531156792
LOC222701	0.23934290856388
LOC340844	0.239564973079955
OR51M1	0.239638853860017
TRIT1	0.239668828347929
LOC100289566	0.239736798665587
LOC643445	0.239771839264131
LOC134997	0.239788304123687
UBE2J2	0.239920445176028
LOC100128365	0.239989259845458
SEMA3A	0.240013323870965
NKAIN4	0.240033588313496
RPS19P6	0.240040765303559
AKAP8L	0.240060607570205
NEUROD6	0.240097759048179
SAMM50	0.240134488350268
RAN	0.240228633572862
QSER1	0.240259452412545
DOLPP1	0.24026114111609
GRAP2	0.240313490925963
RPL17P47	0.240322778795456
BARX1	0.240418190545709
AP2B1	0.24048362780805
NEUROD1	0.240492071325772
LOC100130530	0.24049333785343
RAGE	0.24052668974843
LOC100129384	0.240541043728556
PRRX1	0.240565529929948
LOC338651	0.240579461734189
RPL32P17	0.240641521589442
UQCRH	0.240682472650391
TRAPPC3	0.240698515334061
HEMGN	0.240709069731213
SAA2	0.240738622043238
SLFN5	0.240842055135326
LOC100286992	0.240847543421845
EHMT2	0.24084923212539
RBM9	0.240907914573554
LOC391174	0.240915091563617
LOC100129640	0.240940844292667
PHB2	0.24102654599754
LOC642513	0.241098738074059
LOC100288346	0.241109292471211
RPL6	0.241262120141969
C14ORF106	0.241281118056843
ELOVL3	0.24132333564545
C1QTNF2	0.241363020178741
INPP5J	0.241446188828297
TMEM180	0.241561442845195
PAR5	0.241588462101904
DMTF1	0.241595216916081
LOC100130103	0.241640389735891
NEIL2	0.241723136209561
HEATR4	0.241729891023739
DEFB137	0.241774641667662
LOC100128026	0.241845145040637
OR10Y1P	0.242005149701458
ABCC13	0.242080719185065
POM121C	0.242145312095635
INPP1	0.242155022141014
HIF1A	0.242161354779305
ASSP12	0.242184574453039
ATP6AP1L	0.242243256901204
C5ORF4	0.242277453147976
CAND2	0.242296451062849
MAP1LC3B2	0.242306583284115
HMGA1L5	0.242334869068482
SAFB	0.242425636883987
MAT2A	0.24263714700291
ENPP2	0.242659100148986
LOC100288715	0.242689918988669
LOC100132081	0.242697095978732
SGK3	0.242801795598479
ZNF850P	0.242812772171517
TM9SF1	0.242836414021137
TGFB1I1	0.242928870540187
SEPT9	0.242960955907528
FLYWCH2	0.242965599842275
GHR	0.243022171411009
LOC653794	0.243093096959869
CSTF1	0.243094785663413
VWC2	0.243157267694552
LOC646804	0.243158956398097
ASAH1	0.2432134170874
TFAP2B	0.243291097450438
CALU	0.243335425918475
S1PR2	0.243391575311323
VCPIP1	0.243399174477272
WNT7A	0.243400863180817
HMGB1L4	0.243405084939677
CCL24	0.243448146880057
GDF10	0.243607729364993
PELI1	0.243608151540879
APOL5	0.243693431069866
FGFRL1	0.243733115603156
5-HT3C2	0.243766467498156
OR5AU1	0.243846258740624
C21ORF2	0.243969956275243
FAM117B	0.244047636638281
HPGD	0.244135449222584
ATF7IP	0.244156980192774
USP40	0.244160779775749
USP3	0.244196242550179
TAF10	0.244249014535938
LOC646879	0.244258302405432
DDIT4	0.24430896351176
NRL	0.244313607446507
LOC100287432	0.244358780266317
RPL21P104	0.244421684473342
SNRNP25	0.244426328408089
OPLAH	0.244426750583975
TP53RK	0.244436882805241
DLX4	0.24451329664062
LOC100289373	0.244760691709859
LOC202227	0.244768290875808
SDCCAG3	0.244769979579352
KCNK3	0.244811352816188
KDELR1	0.24482823985163
TRIM5	0.244843016007643
GLRX2	0.244863280450175
FCN1	0.244945182572073
TEK	0.24498740016068
LOC392027	0.24499711020606
3.8-1.2	0.24501864117625
ATXN7	0.245026662518085
RAB40B	0.245055370478338
LOC152024	0.245064658347832
LOC100287025	0.245066347051376
MGC44328	0.245119119037135
LOC646300	0.245140227831439
LOC344328	0.24518413412359
LOC100131259	0.245256748375995
RPL8P4	0.245312897768843
ZNF701	0.245339917025551
STX10	0.245437017479348
LOC442075	0.245482190299158
EGR3	0.245512586962955
LOC285205	0.245557337606879
PDPN	0.245590267325993
NARG2	0.245610531768524
LOC100288270	0.245613064823841
MPZL1	0.245616442230929
CHEK2	0.24561855311036
PARP2	0.245629951859284
RFPL1	0.245714809212384
LOC441204	0.245773069484663
CD226	0.245806843555548
SLC35F4	0.245832596284599
OVCH2	0.245845261561181
PGM2	0.245882835215042
LOC728064	0.245887479149788
CBX3P1	0.245923364100105
TTPAL	0.245932651969598
CP110	0.245950805532699
CHIC2	0.245976136085864
TNS1	0.245987957010674
LOC100268168	0.246003577518459
MDM1	0.246029752423395
SMPD2	0.246057616031876
C2ORF43	0.246082102233268
SURF2	0.246209599350862
ZNF71	0.246219731572128
LOC646873	0.246314721146495
CCDC54	0.246377203177633
LOC399774	0.24641730988681
GPATCH3	0.246438418681114
DNM1P37	0.246462060530734
LRRN1	0.246503855943455
TUBG2	0.246581114130607
RSPO4	0.246604333804341
LOC100133311	0.246707766896429
HTR5A	0.246857217160099
LOC100288528	0.246865238501934
FLJ37543	0.246892679934529
LOC100288532	0.246983447750035
PNLDC1	0.246985558629465
ARHGAP9	0.247131631486046
CIC	0.247213111432059
SLC25A26	0.247255329020666
UBE2U	0.247267994297248
STX18	0.247351162946805
GIMAP7	0.247363828223387
CDC25C	0.247372693916994
SQSTM1	0.247408156691424
HLCS	0.247432642892817
LOC100289445	0.247512856311171
LOC100129480	0.247536920336677
KIAA1602	0.247579137925284
STAB2	0.247672860971992
RUNX1	0.247792336747751
HPX	0.247859462713637
CLDN12	0.247862417944839
RBM19	0.247891970256864
INSL5	0.247896614191611
LOC347097	0.247935876549016
DKFZP686E2433	0.247971761499332
IQCA1	0.247985271127687
GOLGA4	0.248042687048193
GRIN2C	0.248044797927623
FLJ43663	0.248051130565914
NPM2	0.248080260702053
PPP2CBP	0.248104324727559
NOL6	0.248173983748761
RUSC2	0.24817947203528
ACTG1	0.248218312216799
OSR2	0.248366918128697
C6ORF81	0.248453042009456
LINGO1	0.248468240341355
LOC100287462	0.248500747884582
RPS2P52	0.248518479271797
C8ORF44	0.248633733288695
LOC646810	0.248646398565277
PGAM2	0.248673417821986
C15ORF40	0.248693682264518
HOXA7	0.248693682264518
LOC100130938	0.248745187722619
MDM2	0.248779806145277
ICA1L	0.24883215595515
GJA1P1	0.248869307433124
TBC1D4	0.248897593217491
FTHP2	0.249003559364895
LOC728723	0.249032689501035
ARPC4	0.249049998712364
PKP1	0.249068996627237
ZNF720	0.249256864896539
PINK1	0.249271641052552
GJB6	0.249347210536159
LOC651815	0.249347632712045
DPY19L2P4	0.249364941923374
GSN	0.249384362014134
MTVR2	0.249416025205589
GABRG2	0.2494459996935
NDUFA13	0.249701838280461
CDC34	0.249717880964132
C16ORF84	0.249765164663372
CN5H6.4	0.249766853366916
ZNF514	0.249798938734258
SLC2A3P2	0.249804004844891
DND1	0.249901105298687
GPR142	0.24991377057527
LOC100289662	0.249920525389447
GRIA2	0.250050133386471
FLJ42289	0.250058154728307
ETV3L	0.25008897356799
LOC100287021	0.250145545136724
PRMT5	0.250159054765078
PLCB1	0.250164120875711
LOC387723	0.250224492027419
LBH	0.250343545627292
LOC100288748	0.250376475346406
HS3ST5	0.250382807984697
LOC131973	0.250405183306659
LOC100289490	0.250421648166216
HMGB1L10	0.250444023488178
IDH1	0.250461332699507
SIRPB2	0.250628092174506
EWSR1	0.250642023978746
C10ORF46	0.250662710597164
MFSD4	0.250688463326214
C1ORF141	0.250746723598492
LOC391230	0.250887308168555
TAF5L	0.250903350852225
OR2H2	0.251076020789629
LOC100128811	0.251189586102983
SEPT14	0.251349168587919
C10ORF76	0.251385053538235
RPL32P3	0.251427271126842
STXBP1	0.251523105052981
DUSP26	0.251546324726715
LOC100287575	0.251568277872791
FSTL3	0.251576299214626
FYCO1	0.251596141481272
LOC100131890	0.251615983747917
LOC100286890	0.251691131055638
AKIRIN1	0.251750657855574
GTF3C1	0.251751924383233
LOC100287120	0.2517802101676
RPSAP13	0.251819472525004
RPL26P19	0.25190812946108
MAG	0.251990453758864
ABHD4	0.251991720286522
RPL7AP21	0.252026760885066
ZCCHC6	0.25209093161975
SPINK4	0.252095997730382
NRIP3	0.252131038328926
LOC100288383	0.252142014901964
MGC4294	0.252151724947344
LOC147804	0.252216740033799
SPAM1	0.25232312835709
CACNA1B	0.252348458910254
LOC727842	0.252356058076204
LOC100288970	0.252368723352786
UBE2D2	0.252467934686013
ATP5AP3	0.252551947687342
OR52P2P	0.25263596068867
MKS1	0.252640604623417
LOC100131316	0.252725884152404
HIST1H4B	0.252782455721138
LGMN	0.252902775848668
EFNA5	0.252961458296833
SERPINB12	0.253008319820187
LOC100131302	0.253122729485313
TNFSF12-TNFSF13	0.253129906475376
C12ORF35	0.253147215686705
OPN4	0.253215608180249
COX4NB	0.253308064699299
GUCY1B3	0.253441472279298
TARS	0.253478623757272
LOC100287997	0.253512397828158
EGLN3	0.253640739297525
CRYM	0.253641161473411
LOC100287258	0.253649604991132
HOMER3	0.253664803323031
OR11P1P	0.253680846006702
SELP	0.253714620077587
ZNF555	0.253720530539993
LOC100131496	0.253734040168347
SCRIB	0.253788078681764
LOC100287724	0.25381214270727
BTN3A1	0.253813409234929
GPR176	0.253863648165371
LOC100133286	0.253886445663219
TBC1D22A	0.253926974548282
LRRC67	0.253984812644674
LOC100287099	0.25399283398651
BAG3	0.254047716851699
RPL13	0.254140595546635
TNFAIP2	0.254152416471445
C2ORF60	0.254248250397584
FLJ36031	0.254260915674166
SNPH	0.254267670488344
C16ORF45	0.254318753770558
LOC646508	0.254333529926571
CST4	0.254362237886824
IGK@	0.254455960933532
SLC34A2	0.254486779773216
PVALB	0.254496067642709
LOC100130153	0.254582191523468
IGL@	0.254660716238278
DEF8	0.254761616275049
ADAMTS4	0.254762038450935
EPX	0.254780192014036
RABAC1	0.254833808351568
TM7SF3	0.25487011547777
METTL2B	0.254926264870618
RPL36P4	0.25498199208758
TRDN	0.255044896294604
HPSE	0.255100623511566
ZNF268	0.255120043602326
SHANK1	0.25522812062916
HS3ST2	0.255236141970996
BAI1	0.255241208081629
TGIF1	0.25527329344897
SYCP3	0.255299046178021
ZNF587	0.255305378816312
KCTD17	0.25532817631416
GUCA2B	0.255400790566564
RCOR2	0.255400790566564
FAM47E	0.255521110694095
DKFZP761E198	0.255551507357892
IP6K1	0.255604701519538
IFNA21	0.255700535445676
AHDC1	0.255735153868334
KIAA1033	0.255765550532132
TRPC1	0.255777793632828
BCL2L12	0.255783281919347
LOC100129575	0.255801435482448
ARRDC2	0.255878271493713
TATDN1	0.255880382373144
