Interactor_A	Interactor_B	weight
HSPA5	CASP8	0.642374155111611
HSPA5	DPH1	0.425515649840236
HSPA5	TAB1	0.125279060797766
HSPA5	AKT1	0.412439057137817
HSPA5	TMEM62	0.926058248849586
HSPA5	MAP3K14	0.106513936072588
HSPA5	PRKAA1	0.171735768439248
HSPA5	LDLR	0.871274293167517
HSPA5	MTNR1B	0.195691493339837
HSPA5	KRT14	0.917991516180336
HSPA5	DDX24	0.927784429397434
HSPA5	TSHR	0.668363597476855
HSPA5	IQGAP1	0.92345554754138
HSPA5	MAP3K3	0.818920103600249
HSPA5	NEDD8	0.0501749070826918
HSPA5	DNAJB11	0.363281142897904
HSPA5	IST1	0.328396729426458
HSPA5	OS9	0.458856201963499
HSPA5	TXNRD1	0.339992189314216
HSPA5	METTL23	0.290127961430699
HSPA5	BRAF	0.563819826813415
HSPA5	RAB11A	0.769937443779781
HSPA5	BASP1	0.516262856079265
HSPA5	PAK1	0.670522935688496
HSPA5	CUL5	0.646885538240895
HSPA5	FBXO6	0.136297160759568
HSPA5	DNMT1	0.640712338034064
HSPA5	FCHSD2	0.282106548314914
HSPA5	TP63	0.156859357841313
HSPA5	SIRT1	0.625434441724792
HSPA5	RIOK2	0.761891802074388
HSPA5	FBXO25	0.105300490744412
HSPA5	PPIB	0.604954301379621
HSPA5	DCUN1D1	0.527026890544221
HSPA5	VRK1	0.708552594762295
HSPA5	REL	0.439889099914581
HSPA5	TRAP1	0.471830527065322
HSPA5	RAP1GDS1	0.933907231781632
HSPA5	HLA-C	0.661906266817823
HSPA5	DYRK2	0.601721360348165
HSPA5	DNAJC19	0.0248578998725861
HSPA5	RUVBL2	0.953972431831062
HSPA5	CAMK1	0.649921131553128
HSPA5	SPG20	0.528314970200881
HSPA5	SIRT3	0.0563863292336464
HSPA5	LCT	0.748149352148175
HSPA5	MAP1LC3A	0.742302322527394
HSPA5	METTL22	0.474480553995818
HSPA5	DCPS	0.53507094969973
HSPA5	TAB2	0.822373484726995
HSPA5	NHLRC1	0.118321164976805
HSPA5	AGO4	0.0941051428671926
HSPA5	KCND3	0.0143797188065946
HSPA5	PCSK7	0.842555348295718
HSPA5	RMDN3	0.864457002840936
HSPA5	PBK	0.0497830619569868
HSPA5	DNAJC10	0.387381007196382
HSPA5	TG	0.385333779267967
HSPA5	SYVN1	0.9778054242488
HSPA5	TBK1	0.927427418995649
HSPA5	TRAF6	0.913384018465877
HSPA5	SH3BP4	0.195972749497741
HSPA5	HSPBP1	0.861196599900723
HSPA5	METTL21C	0.0224560487549752
HSPA5	TMEM67	0.469261774793267
HSPA5	ZSWIM7	0.290370513685048
HSPA5	DGCR8	0.713379567256197
HSPA5	UCHL5	0.600361030781642
HSPA5	HFE	0.388006853172556
HSPA5	TMEM132A	0.488011072855443
HSPA5	RIPK3	0.479229740099981
HSPA5	ERLEC1	0.631885634269565
HSPA5	METTL21A	0.38435098528862
HSPA5	DPYSL5	0.944656966254115
HSPA5	AMFR	0.404515474569052
HSPA5	SIL1	0.421938902465627
HSPA5	STK24	0.382298326119781
HSPA5	RNF146	0.136364192934707
HSPA5	SRRM2	0.147815699223429
HSPA5	INSIG2	0.40770507324487
HSPA5	POLR3H	0.46534833102487
HSPA5	SSBP1	0.984308187616989
HSPA5	STOML2	0.138270751340315
HSPA5	EIF2AK3	0.651242929277942
HSPA5	DNAJC1	0.566270795185119
HSPA5	DNAJB9	0.419502415228635
HSPA5	DMKN	0.321811974747106
HSPA5	METTL20	0.110617502359673
HSPA5	HTR3A	0.407851326512173
POLRMT	CUL3	0.730440763058141
POLRMT	TARDBP	0.989062561653554
POLRMT	HDGF	0.170245937537402
POLRMT	PRKACB	0.163927936926484
POLRMT	NFKBIA	0.686796660767868
POLRMT	NRF1	0.411123288795352
POLRMT	ICT1	0.985906725749373
POLRMT	KBTBD7	0.798181694932282
POLRMT	NFKB2	0.560830200789496
POLRMT	HECW2	0.72063663136214
POLRMT	TFB2M	0.812091438099742
POLRMT	TFB1M	0.804741861764342
AHCY	BCAR3	0.241077789571136
AHCY	CUL1	0.981651426292956
AHCY	CUL3	0.791388007812202
AHCY	CDK2	0.257885478204116
AHCY	YWHAQ	0.139048503246158
AHCY	SUMO1	0.697028724011034
AHCY	CAND1	0.30335466330871
AHCY	HDGF	0.209128609858453
AHCY	UBA3	0.0510911550372839
AHCY	ATF2	0.98030454851687
AHCY	COPS5	0.359299044357613
AHCY	HDAC5	0.36143994750455
AHCY	ACAT2	0.813622523797676
AHCY	MCC	0.710817286279053
AHCY	FH	0.42671511368826
AHCY	DHX15	0.11268269107677
AHCY	SDC1	0.0634255302138627
AHCY	PAPSS1	0.77894092281349
AHCY	TERF1	0.386666058329865
AHCY	EIF1B	0.49168940121308
AHCY	PYGL	0.43245868338272
AHCY	HLA-B	0.392300598323345
AHCY	YWHAZ	0.169078155886382
AHCY	GMPS	0.024803830543533
AHCY	TP73	0.975326776504517
AHCY	PAK2	0.536108208354563
AHCY	PXN	0.269705240149051
AHCY	HEXA	0.104828697862104
AHCY	CAPZB	0.323324972763658
AHCY	MC1R	0.711128091206774
AHCY	EEF1A2	0.222433580551296
AHCY	TRAF3IP1	0.485573564423248
AHCY	PINX1	0.109099197201431
AHCY	ATP6V1A	0.358615732518956
AHCY	HECW2	0.302053572842851
AHCY	NEDD8	0.290908140828833
AHCY	DAB2	0.1703222587239
AHCY	FBXO6	0.927496662829071
AHCY	SIRT1	0.81259784149006
AHCY	OGFOD1	0.918110034195706
AHCY	POT1	0.208492966601625
AHCY	H2AFV	0.837746820645407
AHCY	SERPINB6	0.528847791953012
AHCY	ATIC	0.590691334335133
AHCY	TRAF6	0.00479351263493299
AHCY	TBCE	0.997346186311916
AHCY	ASB16	0.575311074499041
AHCY	NSFL1C	0.00998265785165131
RNPS1	PIN1	0.305032829288393
RNPS1	CSNK2B	0.44444160698913
RNPS1	CUL1	0.968652173643932
RNPS1	YWHAB	0.12129896087572
RNPS1	CUL3	0.633674576645717
RNPS1	YWHAG	0.427683274960145
RNPS1	SRPK2	0.138668421888724
RNPS1	CSNK2A2	0.699244696414098
RNPS1	SRSF4	0.629200449446216
RNPS1	SUZ12	0.463618074078113
RNPS1	ILF3	0.370469315908849
RNPS1	CAND1	0.254257424268872
RNPS1	SRSF1	0.668065290898085
RNPS1	EIF4A3	0.341900995001197
RNPS1	HNRNPM	0.0424499206710607
RNPS1	PRPF40A	0.363082733238116
RNPS1	SF3B3	0.33167478069663
RNPS1	COPS5	0.915599537547678
RNPS1	SRP54	0.834013771265745
RNPS1	PFDN1	0.275448491564021
RNPS1	CPSF6	0.878338081063703
RNPS1	HTRA2	0.870051758596674
RNPS1	PRPF6	0.834527109516785
RNPS1	GEMIN5	0.382903484161943
RNPS1	HNRNPU	0.418117457069457
RNPS1	NRF1	0.729507169453427
RNPS1	CSNK2A1	0.12931708805263
RNPS1	DVL2	0.364713374292478
RNPS1	SRPK1	0.393200159305707
RNPS1	SAP18	0.1254033499863
RNPS1	RPS13	0.482909343903884
RNPS1	SF3B1	0.448020965093747
RNPS1	SNRNP200	0.152086150599644
RNPS1	PRPF3	0.19714299752377
RNPS1	MAGOH	0.886135543696582
RNPS1	NUDT21	0.247383651556447
RNPS1	PRPF4	0.658410759875551
RNPS1	AP2A1	0.146003890084103
RNPS1	SRSF2	0.00873461901210248
RNPS1	SNRNP70	0.806832773145288
RNPS1	SART1	0.736730353441089
RNPS1	UPF3A	0.474100398598239
RNPS1	EFTUD2	0.33671732340008
RNPS1	HSPA8	0.614670434501022
RNPS1	DST	0.355852008098736
RNPS1	STRAP	0.250260945642367
RNPS1	SF3A2	0.387976567493752
RNPS1	U2AF2	0.731383738573641
RNPS1	SRRT	0.791410677134991
RNPS1	SF3B2	0.589912746334448
RNPS1	SMU1	0.784019229467958
RNPS1	TRA2B	0.358289228519425
RNPS1	YWHAZ	0.478070557583123
RNPS1	RANBP10	0.585163047770038
RNPS1	ZFP91	0.769707145169377
RNPS1	LUC7L3	0.405235704500228
RNPS1	ARMC8	0.914824662497267
RNPS1	GEMIN4	0.418814134551212
RNPS1	SART3	0.0155834250617772
RNPS1	SNRPB2	0.163309457479045
RNPS1	SNRPG	0.898597125662491
RNPS1	TADA2A	0.843505859375
RNPS1	SNRPA	0.705359168117866
RNPS1	RBM25	0.528672175714746
RNPS1	SKIV2L2	0.703829038655385
RNPS1	RNF2	0.200437010033056
RNPS1	CUL2	0.679612616309896
RNPS1	SRSF11	0.838471111608669
RNPS1	RARS	0.0570110357366502
RNPS1	UPF1	0.473645180696622
RNPS1	PCBP3	0.724581459304318
RNPS1	LOC102724594__U2AF1	0.364156695548445
RNPS1	RANBP9	0.7800796716474
RNPS1	TRA2A	0.0307159414514899
RNPS1	HNRNPC	0.901973097352311
RNPS1	ERH	0.094153426354751
RNPS1	GEMIN2	0.764729351969436
RNPS1	NHP2L1	0.270966760115698
RNPS1	ZC3H18	0.492173840757459
RNPS1	SNIP1	0.517347335116938
RNPS1	DDX21	0.641323905903846
RNPS1	UPF2	0.83756794850342
RNPS1	AP2B1	0.481434827437624
RNPS1	DDX24	0.467816109769046
RNPS1	ACIN1	0.014626044081524
RNPS1	SRRM1	0.0371585839893669
RNPS1	USP7	0.328874830622226
RNPS1	PRPF4B	0.935448475414887
RNPS1	SRSF6	0.53096323274076
RNPS1	GID8	0.262771737296134
RNPS1	PRPF8	0.372229964472353
RNPS1	SRSF7	0.791331993183121
RNPS1	PPIG	0.194561041658744
RNPS1	RALY	0.270016592461616
RNPS1	PUF60	0.352339391829446
RNPS1	KHK	0.65447408077307
RNPS1	PNN	0.983508146600798
RNPS1	MYBBP1A	0.131178971845657
RNPS1	GNL3	0.939498537452891
RNPS1	SREK1	0.630943990079686
RNPS1	DDX20	0.697986951330677
RNPS1	PRPF38A	0.341320253210142
RNPS1	PIP4K2B	0.33514019427821
RNPS1	WDR26	0.352310933871195
RNPS1	TAF2	0.886365542421117
RNPS1	DHX38	0.82195649901405
RNPS1	CHERP	0.717660041293129
RNPS1	WIBG	0.861009662970901
RNPS1	SFSWAP	0.658005435951054
RNPS1	SNX9	0.688448886852711
RNPS1	PRPF19	0.819969377946109
RNPS1	CPSF2	0.401065887650475
RNPS1	GPATCH8	0.0048499081749469
RNPS1	ZNF490	0.231940697645769
RNPS1	DDX23	0.818170153535903
RNPS1	THRAP3	0.432368128560483
RNPS1	RBM8A	0.552329465048388
RNPS1	NKTR	0.397488742368296
RNPS1	LUC7L2	0.902811596402898
RNPS1	LUC7L	0.234717838931829
RNPS1	MYO18A	0.242603271733969
RNPS1	NFKBIL1	0.692896109307185
RNPS1	SRRM2	0.86925022630021
RNPS1	BCLAF1	0.0115382010117173
RNPS1	CACTIN	0.82390267890878
RNPS1	NRDE2	0.875815950566903
RNPS1	MKLN1	0.388648847583681
RNPS1	FGD2	0.0774114143569022
RCN2	GABARAPL2	0.269981829449534
RCN2	STK25	0.174933306872845
RCN2	YWHAE	0.60825672885403
RCN2	IFIT2	0.866783857578412
RCN2	CUL3	0.526406962191686
RCN2	MAP3K1	0.979383637662977
RCN2	TP53RK	0.767338552279398
RCN2	CDK9	0.885782235302031
RCN2	ILF3	0.637295666383579
RCN2	XPO1	0.20013450901024
RCN2	NOS2	0.382516276789829
RCN2	EGFR	0.260770482709631
RCN2	TNFRSF1B	0.17786549963057
RCN2	PRKACB	0.496095862239599
RCN2	TRAF1	0.921846091747284
RCN2	PAN2	0.809483697637916
RCN2	IQCB1	0.193614377873018
RCN2	ANKRD28	0.58052645646967
RCN2	HDAC11	0.544308894546703
RCN2	PRKACA	0.0575054986402392
RCN2	TNFRSF1A	0.853415427729487
RCN2	MDM2	0.894210524857044
RCN2	ILK	0.203086467925459
RCN2	CFTR	0.866304463706911
RCN2	RPS6KA1	0.753597418544814
RCN2	CLN3	0.0347648784518242
RCN2	RIPK1	0.772423684131354
RCN2	HTT	0.361354538239539
RCN2	CSNK1E	0.173622037051246
RCN2	CSNK1A1	0.372850209707394
RCN2	BAG6	0.501018629642203
RCN2	STK4	0.808522796491161
RCN2	PRKAA1	0.451999003998935
RCN2	NPTX1	0.0198552410583943
RCN2	CLN5	0.0571001889184117
RCN2	TRADD	0.431809653295204
RCN2	RIOK2	0.050300866831094
RCN2	LATS2	0.929209297988564
RCN2	SFXN1	0.00101353111676872
RCN2	KCND3	0.243394648190588
RCN2	TRAF6	0.72469407483004
RCN2	ASB17	0.0687245936132967
RCN2	ASB3__GPR75-ASB3	0.941000979626551
APP	GABARAPL2	0.602242452092469
APP	CTNND1	0.882917511509731
APP	PIN1	0.0286739252042025
APP	STK25	0.778456129133701
APP	SMAD3	0.643631492741406
APP	SMAD1	0.689884390216321
APP	NMT2	0.770253283903003
APP	HNRNPA1	0.0123639716766775
APP	PNKP	0.74142138287425
APP	BCAR3	0.128019677009434
APP	GALK1	0.876819950062782
APP	PRDX2	0.00129992724396288
APP	PLRG1	0.0183978180866688
APP	HCK	0.61922412016429
APP	ETS1	0.815996390301734
APP	YWHAB	0.730731862829998
APP	CUL3	0.730154821416363
APP	GTPBP1	0.981764253228903
APP	APBB1	0.319393283454701
APP	PSMA7	0.605073219863698
APP	KLC2	0.588645256822929
APP	CTNNB1	0.555979716125876
APP	MAD2L1	0.261459198547527
APP	PAK4	0.68157274951227
APP	YWHAG	0.0633139789570123
APP	VTN	0.629328964976594
APP	OXSR1	0.459982590051368
APP	RPS21	0.489119126228616
APP	SCAMP3	0.129141422687098
APP	E2F6	0.97724227886647
APP	AURKA	0.285528000909835
APP	ABLIM1	0.556334826163948
APP	SRPK2	0.31637063017115
APP	RAB11B	0.18569029844366
APP	INS	0.419895459432155
APP	FERMT2	0.362673606723547
APP	TANK	0.654008841142058
APP	WHSC1	0.612033436773345
APP	TARDBP	0.448977415449917
APP	TRIM16	0.867217902792618
APP	DDX17	0.629955513169989
APP	GFAP	0.0945730530656874
APP	RPL31	0.837438416434452
APP	RPL12	0.719766898080707
APP	PDE4D	0.0658546157646924
APP	TAF9	0.46590936393477
APP	MCM7	0.798818471375853
APP	LPL	0.675952046178281
APP	NPM1	0.850847714114934
APP	HP1BP3	0.621056480100378
APP	TUBB	0.0658957369159907
APP	IRS1	0.781306255608797
APP	FBLN1	0.929156989324838
APP	TPT1	0.983164553530514
APP	PPARG	0.769477921770886
APP	HDAC4	0.529020994901657
APP	KPNA4	0.838097022846341
APP	EVI2A	0.79832857218571
APP	SUMO1	0.816836284473538
APP	CLSTN1	0.875021297950298
APP	JUN	0.245298661990091
APP	NGFR	0.16363449441269
APP	NDUFS4	0.0421294935513288
APP	NF1	0.645635675871745
APP	HGS	0.70511122699827
APP	SNCA	0.294805263867602
APP	PKM	0.876295759342611
APP	ALB	0.592291574459523
APP	SRSF1	0.94782446930185
APP	TPD52L2	0.61202579527162
APP	BMPR1B	0.0125273258890957
APP	ALDOB	0.526675986591727
APP	LMAN1	0.50288954610005
APP	POLE3	0.559299911372364
APP	GRB2	0.612962265964597
APP	NR1H3	0.354448738973588
APP	GNB5	0.337645761203021
APP	CAV1	0.30826975684613
APP	PIM1	0.119408986996859
APP	CHEK1	0.0688065434806049
APP	RPS20	0.606813390506431
APP	RBM39	0.151861247140914
APP	GAPDH	0.274017385672778
APP	TOP1	0.160249672597274
APP	TPPP	0.0851115458644927
APP	UBE2M	0.555251655168831
APP	CTBP2	0.262582042952999
APP	UBE2E2	0.115426710341126
APP	MDM4	0.271610916825011
APP	VIM	0.403848079266027
APP	ATF2	0.921009958023205
APP	CDKN1A	0.385535389184952
APP	SMURF1	0.932997283525765
APP	SIGIRR	0.808248157612979
APP	A2M	0.932419340824708
APP	NID1	0.129837086889893
APP	RSRC2	0.224379838211462
APP	NLRP2	0.331758917076513
APP	COPS5	0.523061747429892
APP	DIO3	0.743877857457846
APP	RPA2	0.633559442590922
APP	TNFAIP8L1	0.393444302026182
APP	CDK5	0.751688914606348
APP	GNAO1	0.496566644404083
APP	G3BP1	0.228935347869992
APP	MAPK8	0.594832887407392
APP	EIF3G	0.107855639886111
APP	COL4A2	0.758313984144479
APP	EFS	0.740256318589672
APP	MED24	0.185600285883993
APP	ASS1	0.622281877323985
APP	BUD31	0.382367791142315
APP	NOS1AP	0.853235366521403
APP	IER3	0.727086988277733
APP	CSNK1D	0.879806133452803
APP	HEYL	0.270006780745462
APP	SF3A3	0.501247830688953
APP	ZW10	0.483310132287443
APP	PELI3	0.324016470927745
APP	LAMC1	0.771389486268163
APP	UCHL3	0.0446276052389294
APP	SYNCRIP	0.295677869813517
APP	HTRA2	0.902314741862938
APP	GABPA	0.633354446385056
APP	CHKA	0.356674258364365
APP	COIL	0.432823864975944
APP	PDYN	0.531327800825238
APP	C19ORF57	0.414144149748608
APP	GSK3B	0.309356201440096
APP	NFYA	0.791943401098251
APP	MCM2	0.00881328573450446
APP	ZEB2	0.379469281993806
APP	GTF2F2	0.358515602070838
APP	TCEA2	0.0231976204086095
APP	MPG	0.0216921546962112
APP	NDUFA4	0.275689550675452
APP	MAPK10	0.841791815124452
APP	STAT5B	0.92302956385538
APP	PIK3R2	0.700124682625756
APP	MCC	0.102879379643127
APP	HADH	0.803822808898985
APP	DDHD2	0.0593966494780034
APP	TK1	0.63021563901566
APP	PSMD11	0.755024993326515
APP	SNX1	0.62040970986709
APP	RPL30	0.759048879379407
APP	UBE2S	0.98982917633839
APP	BLOC1S1	0.579379231436178
APP	CLU	0.207438119919971
APP	PCBD1	0.864209274062887
APP	PLK1	0.622197847580537
APP	EIF4E	0.226675767218694
APP	AURKB	0.0902276446577162
APP	EIF2S2	0.710632524453104
APP	ICT1	0.420341585995629
APP	RAB40B	0.425134940072894
APP	CSNK2A1	0.550707528600469
APP	APLP2	0.603511697612703
APP	REG1A	0.579538329038769
APP	RPUSD2	0.821386995259672
APP	H2AFY	0.483854454942048
APP	ATP5C1	0.176836189581081
APP	KIF1B	0.383374907774851
APP	PLSCR1	0.733087445609272
APP	ATG12	0.689263390842825
APP	ABL1	0.590204979293048
APP	SRPK1	0.128729028394446
APP	CSNK1G1	0.377448736922815
APP	ALDH7A1	0.81327140587382
APP	RNF32	0.945853864075616
APP	KLC1	0.187628930434585
APP	ADD2	0.496620482066646
APP	RPS16	0.952155528822914
APP	SH3BP5	0.38941651629284
APP	PHGDH	0.83108045742847
APP	CHGB	0.306869225110859
APP	MRPS6	0.865047571947798
APP	PCK1	0.551201499765739
APP	CRYAB	0.158586389850825
APP	ATP6V1E1	0.74689586693421
APP	MCM10	0.48306856607087
APP	VDAC2	0.456745851086453
APP	ARPC1B	0.0697010948788375
APP	CRADD	0.197403359692544
APP	PDIA3	0.326286864932626
APP	MRPL19	0.152686112560332
APP	DDX54	0.40906609967351
APP	AHSA1	0.761621911777183
APP	SHC1	0.329890609020367
APP	RNF41	0.761532010976225
APP	SDC1	0.339773973915726
APP	CASP4	0.514352105325088
APP	FKBP5	0.962973688729107
APP	PTGDR	0.729996017878875
APP	CFL1	0.233605037210509
APP	RING1	0.203046503709629
APP	SIRT5	0.511114530730993
APP	IKBIP	0.131150677567348
APP	EPB41L2	0.957046992843971
APP	GTF3C6	0.270944161107764
APP	HSPD1	0.26401155628264
APP	PAPSS2	0.522759441519156
APP	TGFBR2	0.252123052021489
APP	MDM2	0.114978183759376
APP	PRNP	0.795577398501337
APP	PSMA1	0.0518137793987989
APP	ATP6V1G1	0.799908933462575
APP	HSPG2	0.746367992600426
APP	RPS9	0.159225110663101
APP	POU2F1	0.588972145691514
APP	PSMA5	0.996703652199358
APP	GNAZ	0.217647187644616
APP	SIVA1	0.150246922858059
APP	USP2	0.570595822297037
APP	ARRB1	0.579938715556636
APP	ATXN3	0.313584640389308
APP	CDC25A	0.951157703995705
APP	MAPRE2	0.757827260065824
APP	NAPA	0.222812900086865
APP	PPP1CC	0.864587235730141
APP	CASP6	0.0320988856256008
APP	KPNA2	0.379117217147723
APP	VHL	0.935930444160476
APP	DDX1	0.594752117525786
APP	MVB12A	0.105300127994269
APP	FKBP1A	0.969810248119757
APP	CLP1	0.172542362706736
APP	CSNK1G2	0.74999206350185
APP	CALR	0.192467561922967
APP	PRPF4	0.782961765537038
APP	USP6	0.472460472490638
APP	ATP5A1	0.986496468540281
APP	CCNG1	0.208290720591322
APP	PPP6R2	0.0913690309971571
APP	LAD1	0.850222349399701
APP	CELF2	0.561348549555987
APP	RPL37A	0.551260248525068
APP	HSPA4	0.321413579862565
APP	BDNF	0.310899444157258
APP	SNRNP70	0.478002750081941
APP	MRPL49	0.587293135235086
APP	PAXIP1	0.436725509120151
APP	MEF2D	0.283639756729826
APP	NFKBIB	0.549934640992433
APP	PRKCD	0.699135593837127
APP	PSMD4	0.892933598719537
APP	DDX42	0.801212543388829
APP	EPB41	0.341064336244017
APP	BNIP1	0.838700222782791
APP	CCDC33	0.604779813205823
APP	RAB10	0.300500641344115
APP	OPA1	0.857083252165467
APP	UBE3A	0.92592559219338
APP	NTRK3	0.870631210040301
APP	PPP2R5C	0.881068872287869
APP	PRR15	0.654397056670859
APP	CAMKV	0.496578600024804
APP	IARS	0.97191233956255
APP	BIN1	0.187187771080062
APP	SOCS3	0.971962245181203
APP	EIF2B2	0.65434409212321
APP	MAPKAPK3	0.147548770764843
APP	GAS2	0.759325153427199
APP	USP12	0.155045147519559
APP	PPP1R8	0.496848510578275
APP	CASP3	0.435384884011
APP	SART1	0.285242990124971
APP	FOS	0.734245843719691
APP	RPS14	0.865959646645933
APP	UPF3A	0.799298162106425
APP	YY1	0.74905505310744
APP	HSPA8	0.953581623500213
APP	LRRC8D	0.128538864431903
APP	DNAJB6	0.0803171866573393
APP	PLCD4	0.158687745220959
APP	EIF3F	0.0508756735362113
APP	RAD51AP1	0.0890883798711002
APP	PSEN1	0.29391450388357
APP	ERG	0.70747293997556
APP	EEF1B2	0.433655519038439
APP	TGM2	0.441880646627396
APP	LAP3	0.300785853294656
APP	CDC37	0.0231089228764176
APP	POLD3	0.64719543303363
APP	TEK	0.650004232069477
APP	CARS	0.0128061356954277
APP	CDK18	0.586779949488118
APP	ABR	0.123111133696511
APP	PBRM1	0.144762844545767
APP	MAPK13	0.153573080664501
APP	NRIP1	0.489020134555176
APP	BDH1	0.0524037054274231
APP	SEC24C	0.133359744213521
APP	SRRT	0.325446812435985
APP	CDC7	0.864962257212028
APP	NME6	0.276296822354198
APP	USP48	0.892289671115577
APP	ESRRG	0.120963101740927
APP	DAB1	0.517043077619746
APP	BACE1	0.49753134092316
APP	CCND3	0.266275969333947
APP	ZNF622	0.218128054402769
APP	CD58	0.395450109615922
APP	SF3B2	0.438893522601575
APP	C21ORF59	0.462274358142167
APP	TAF1B	0.895215756492689
APP	RNF183	0.963746241992339
APP	MLLT6	0.665210565319285
APP	PLIN3	0.818239306099713
APP	YWHAZ	0.979503145907074
APP	RAB35	0.0160516034811735
APP	ZWINT	0.755916245514527
APP	APLP1	0.0612977768760175
APP	CBFA2T2	0.969027205836028
APP	MCM5	0.944345242111012
APP	STAU1	0.588353506522253
APP	GOLGA4	0.0712946939747781
APP	EXOC3	0.40586006315425
APP	FGFR2	0.11609150795266
APP	FLOT1	0.321558666182682
APP	RASA1	0.725749389268458
APP	NDUFB6	0.484933068975806
APP	APITD1__APITD1-CORT	0.00317989964969456
APP	RBX1	0.819544234313071
APP	ABCF1	0.961773751536384
APP	C17ORF85	0.319788014749065
APP	GNA12	0.595957557670772
APP	ACBD6	0.691077448660508
APP	FIBP	0.471784382360056
APP	RPS11	0.134822509717196
APP	TOB1	0.631000238936394
APP	CDIPT	0.151288294931874
APP	TRDMT1	0.713656245963648
APP	MTERF3	0.323799672303721
APP	MAP2K4	0.962049904279411
APP	TCEA1	0.553522975882515
APP	BCL2L11	0.812436111504212
APP	GSTO1	0.737257128115743
APP	SUB1	0.318781223613769
APP	F12	0.219228780595586
APP	COL1A2	0.835527005139738
APP	SOD2	0.361868142848834
APP	CHMP3__RNF103-CHMP3	0.167808275669813
APP	PTK2	0.434662223560736
APP	LNX1	0.352201705798507
APP	NDUFA2	0.744091998320073
APP	CIRBP	0.804408590309322
APP	RAB38	0.533677211031318
APP	ACAA2	0.997668688418344
APP	BTF3	0.293680150993168
APP	GNA15	0.663200578419492
APP	CIAO1	0.472714283736423
APP	KNG1	0.565622265217826
APP	CMTM3	0.514453214360401
APP	PPAP2B	0.745588080957532
APP	KIFC3	0.011603418039158
APP	AIMP1	0.260357331484556
APP	TAGLN2	0.880923394113779
APP	TRAPPC3	0.136043422156945
APP	SHC3	0.205401221523061
APP	IREB2	0.685607370687649
APP	PTBP3	0.0331550945993513
APP	PPP5C	0.846069341991097
APP	COASY	0.656483442988247
APP	TLL1	0.0857750119175762
APP	ARHGAP17	0.0762616000138223
APP	MAPK8IP2	0.516091900644824
APP	RPS25	0.195307372603565
APP	CXCL14	0.252864696318284
APP	QARS	0.138198015512899
APP	TRIM63	0.79157952661626
APP	APBB3	0.367125644115731
APP	MAP2	0.233081233920529
APP	ANXA2	0.350817468948662
APP	RAB27A	0.280441907932982
APP	ACTL6B	0.0999978482723236
APP	TRIM69	0.208509769523516
APP	HSPA9	0.826900352025405
APP	SF3B6	0.866528630023822
APP	PSMC1	0.154548820806667
APP	PPP2R5E	0.220229933271185
APP	DNAJB1	0.293010858120397
APP	NOTCH1	0.356356293428689
APP	DEDD	0.865652182837948
APP	CCT8	0.986770353047177
APP	KAT7	0.44591573625803
APP	RNF2	0.727590840542689
APP	IGF1R	0.745772054186091
APP	PAK2	0.222999711288139
APP	FBF1	0.767430034233257
APP	TNFRSF21	0.171753342961892
APP	CSNK1E	0.4416580630932
APP	CHEK2	0.00233050668612123
APP	POLA2	0.036932238843292
APP	UBE2G1	0.521989891538396
APP	STUB1	0.356874203775078
APP	TTR	0.365024940110743
APP	APRT	0.0638577917125076
APP	PSMB4	0.365311993518844
APP	LYPLA2	0.0408495247829705
APP	IPO4	0.983287067851052
APP	GRB10	0.324497704394162
APP	AK1	0.661594849545509
APP	SKA3	0.489220494404435
APP	MAPT	0.429846181999892
APP	TARBP2	0.576064783381298
APP	DHX58	0.660659244749695
APP	FUBP3	0.0778676464688033
APP	FLOT2	0.175796905066818
APP	CDK7	0.193476927001029
APP	EIF4E2	0.616696818731725
APP	MRPL10	0.02020348678343
APP	PRAM1	0.197683917591348
APP	IL15	0.782969929510728
APP	CSRP1	0.585209842771292
APP	SCO2	0.458673855056986
APP	GTF2E1	0.571300524985418
APP	APBA3	0.646797769702971
APP	CTSD	0.869367325678468
APP	TGFB1	0.871701598633081
APP	ATG7	0.01150789600797
APP	ETHE1	0.707805080106482
APP	PRSS3	0.504794736858457
APP	PEX2	0.479291418101639
APP	ETV5	0.543614361668006
APP	MXD1	0.898257186170667
APP	ECI2	0.761169396340847
APP	FHL2	0.269433000124991
APP	NCSTN	0.245576569577679
APP	C9ORF78	0.265741970622912
APP	ANXA9	0.16208791709505
APP	STIP1	0.961971232201904
APP	COL4A3	0.123793803388253
APP	NEDD9	0.50338619784452
APP	NOS3	0.0690873493440449
APP	MRPL3	0.951139762066305
APP	PTMS	0.171032084384933
APP	CRHR2	0.887736490694806
APP	PGM1	0.205497072078288
APP	AKAP1	0.0406916902866215
APP	FANCM	0.997968471609056
APP	LATS1	0.205688293557614
APP	ITGA6	0.875633384101093
APP	ITGB3BP	0.962318318895996
APP	UBXN7	0.251617541303858
APP	ATP5H	0.826799269532785
APP	ORC4	0.535536237061024
APP	PATL1	0.693163799587637
APP	KRAS	0.882680194219574
APP	KCTD18	0.990699656307697
APP	MLLT3	0.17849071091041
APP	SOX5	0.895579597214237
APP	RPL34	0.660778866615146
APP	TFPT	0.285186105407774
APP	OTX2	0.803315573837608
APP	FMNL1	0.243431366514415
APP	CACNB1	0.723882047692314
APP	VAC14	0.0656246449798346
